FBGN	name	chr	start	end	TSS	strand	TPM	biotype....rnaseq.biotype	LAM	HP1	PC	TPM.cut
FBgn0038188	Art9	chr3R	9767271	9769124	9769124	-1	18.75104	protein_coding	1	0	0	mid
FBgn0050372	Asap1	chr2R	4002645	4010357	4010357	-1	45.90464	protein_coding	0	0	0	high
FBgn0034075	Asph	chr2R	11997990	12004501	11997990	1	55.29336	protein_coding	0	0	0	high
FBgn0015591	Ast	chr3R	20586252	20590780	20590780	-1	1.47238	protein_coding	0	0	0	weak
FBgn0261823	Asx	chr2R	10392590	10398205	10392590	1	61.62284	protein_coding	0	0	0	high
FBgn0031876	Atac1	chr2L	6959099	6960285	6960285	-1	7.452865	protein_coding	0	0	0	mid
FBgn0052343	Atac3	chr3L	324985	327769	327769	-1	26.74794	protein_coding	0	1	0	high
FBgn0050420	Atf-2	chr2R	20764214	20768744	20764214	1	9.48555	protein_coding	0	0	0	mid
FBgn0264325	Atg6	chr3R	19874902	19876735	19876735	-1	17.761405	protein_coding	0	0	0	mid
FBgn0041581	AttB	chr2R	10636740	10637670	10636740	1	7.773415	protein_coding	0	0	0	mid
FBgn0013751	Awh	chr3L	3846206	3861692	3846206	1	2.26787	protein_coding	1	0	1	weak
FBgn0000152	Axs	chrX	16574122	16577928	16577928	-1	20.835895	protein_coding	0	0	0	mid
FBgn0261647	Axud1	chr2L	2365594	2370137	2365594	1	52.33388	protein_coding	0	0	0	high
FBgn0031255	BBS8	chr2L	423417	425321	423417	1	4.09476	protein_coding	0	0	0	weak
FBgn0035696	Best2	chr3L	6239033	6249765	6249765	-1	1.909085	protein_coding	0	0	0	weak
FBgn0260859	Bet3	chr3L	9431582	9435367	9435367	-1	7.335975	protein_coding	0	0	0	mid
FBgn0002906	mus309	chr3R	7562053	7567505	7567505	-1	33.557	protein_coding	0	0	0	high
FBgn0040487	BobA	chr3L	14938599	14939225	14939225	-1	7.074225	protein_coding	1	0	0	mid
FBgn0038499	Brf	chr3R	13201268	13217054	13217054	-1	30.23845	protein_coding	0	0	0	high
FBgn0013755	Bro	chr3L	1647869	1648612	1647869	1	4.012265	protein_coding	0	0	0	weak
FBgn0261822	Bsg	chr2L	8088304	8109458	8088304	1	232.97389	protein_coding	0	1	0	high
FBgn0263108	BtbVII	chr3L	3149133	3154935	3149133	1	28.37125	protein_coding	0	0	0	high
FBgn0029848	Btd	chrX	6111513	6113360	6113360	-1	49.08077	protein_coding	0	1	0	high
FBgn0030501	BthD	chrX	13506147	13507261	13506147	1	10.86259	protein_coding	0	0	0	mid
FBgn0003502	Btk29A	chr2L	8260070	8301079	8301079	-1	25.1983	protein_coding	0	0	0	high
FBgn0263855	BubR1	chr2R	1856600	1862122	1862122	-1	30.279235	protein_coding	0	1	0	high
FBgn0040491	Buffy	chr2R	7566978	7576264	7566978	1	63.058385	protein_coding	0	1	0	high
FBgn0000242	Bx	chrX	18460339	18465759	18460339	1	34.17242	protein_coding	0	0	0	high
FBgn0011566	Bzd	chrX	2500712	2502700	2502700	-1	8.599365	protein_coding	0	0	0	mid
FBgn0004863	C15	chr3R	17325977	17338054	17325977	1	1.770025	protein_coding	1	0	1	weak
FBgn0027843	CAH2	chr3L	12172976	12176447	12172976	1	1.488405	protein_coding	0	1	0	weak
FBgn0037646	CAHbeta	chr3R	4806584	4808515	4806584	1	9.39729	protein_coding	0	0	0	mid
FBgn0039680	CAP-D2	chr3R	25501399	25505979	25501399	1	16.572155	protein_coding	0	0	0	mid
FBgn0026144	CBP	chrX	7232139	7236764	7232139	1	3.857855	protein_coding	0	1	0	weak
FBgn0038199	CCHa1	chr3R	9918215	9922557	9922557	-1	173.683825	protein_coding	0	0	1	high
FBgn0050106	CCHa1r	chr2R	13535037	13541801	13541801	-1	1.30109	protein_coding	1	1	0	weak
FBgn0038147	CCHa2	chr3R	9214781	9218803	9218803	-1	12.910335	protein_coding	0	0	1	mid
FBgn0033058	CCHa2r	chr2R	1938477	1955830	1938477	1	14.62896	protein_coding	1	1	0	mid
FBgn0030954	CCKLR-17D3	chrX	18658516	18668264	18668264	-1	3.108895	protein_coding	0	0	0	weak
FBgn0039774	CDase	chr3R	26286189	26291458	26286189	1	62.32945	protein_coding	0	0	0	high
FBgn0037972	CG10005	chr3R	7800878	7802912	7802912	-1	62.80415	protein_coding	0	0	0	high
FBgn0036461	CG10006	chr3L	14985389	14990917	14985389	1	42.62556	protein_coding	0	0	0	high
FBgn0038012	CG10013	chr3R	8149245	8150936	8149245	1	13.82398	protein_coding	1	1	0	mid
FBgn0032785	CG10026	chr2L	19454256	19457723	19454256	1	3.47299	protein_coding	0	1	0	weak
FBgn0031563	CG10031	chr2L	3698451	3699091	3699091	-1	5.2364	protein_coding	1	0	1	weak
FBgn0038013	CG10038	chr3R	8174709	8176367	8176367	-1	103.154565	protein_coding	0	1	0	high
FBgn0038014	CG10041	chr3R	8176537	8177801	8177801	-1	138.161905	protein_coding	0	1	0	high
FBgn0034437	CG10051	chr2R	15251146	15254799	15251146	1	5.911485	protein_coding	1	0	0	mid
FBgn0037490	CG10053	chr3R	3072963	3073862	3072963	1	4.608545	protein_coding	0	0	0	weak
FBgn0035727	CG10063	chr3L	6964679	6965567	6965567	-1	5.406955	protein_coding	0	0	0	weak
FBgn0035724	CG10064	chr3L	6958360	6960997	6960997	-1	1.66617	protein_coding	0	0	0	weak
FBgn0037473	CG10068	chr3R	2951993	2953751	2953751	-1	24.80182	protein_coding	0	0	0	high
FBgn0034440	CG10073	chr2R	15268048	15272470	15268048	1	2.95373	protein_coding	1	0	0	weak
FBgn0034441	CG10081	chr2R	15273428	15276823	15273428	1	20.541495	protein_coding	1	0	0	mid
FBgn0037517	CG10086	chr3R	3616363	3619221	3616363	1	84.2394	protein_coding	1	0	0	high
FBgn0036369	CG10089	chr3L	13458909	13467643	13467643	-1	3.656465	protein_coding	0	0	0	weak
FBgn0032798	CG10132	chr2L	19518786	19525453	19518786	1	10.87538	protein_coding	0	1	0	mid
FBgn0036366	CG10133	chr3L	13442287	13443383	13443383	-1	25.046315	protein_coding	0	0	0	high
FBgn0032800	CG10137	chr2L	19526686	19532992	19526686	1	6.450885	protein_coding	0	0	0	mid
FBgn0033960	CG10151	chr2R	10640842	10643793	10643793	-1	8.45675	protein_coding	0	0	0	mid
FBgn0039099	CG10157	chr3R	19504614	19505577	19504614	1	310.70273	protein_coding	0	0	0	high
FBgn0039093	CG10183	chr3R	19422283	19424756	19424756	-1	24.289775	protein_coding	1	0	0	high
FBgn0039094	CG10184	chr3R	19428229	19431209	19431209	-1	48.87784	protein_coding	0	0	0	high
FBgn0038397	CG10185	chr3R	11886409	11893234	11893234	-1	25.13401	protein_coding	0	0	0	high
FBgn0032797	CG10186	chr2L	19508953	19517201	19517201	-1	1.154755	protein_coding	0	1	0	weak
FBgn0033970	CG10205	chr2R	10720338	10721456	10720338	1	5.060525	protein_coding	1	0	1	weak
FBgn0039118	CG10208	chr3R	19598720	19599862	19599862	-1	32.56766	protein_coding	0	0	0	high
FBgn0032685	CG10211	chr2L	18517493	18531782	18517493	1	1.59922	protein_coding	1	0	0	weak
FBgn0039113	CG10217	chr3R	19586459	19588977	19588977	-1	53.16138	protein_coding	0	0	0	high
FBgn0036356	CG10222	chr3L	13404480	13405553	13405553	-1	19.00691	protein_coding	0	0	0	mid
FBgn0035695	CG10226	chr3L	6227423	6233168	6233168	-1	6.08294	protein_coding	0	0	0	mid
FBgn0033983	CG10253	chr2R	10817588	10822366	10822366	-1	3.829965	protein_coding	0	0	0	weak
FBgn0033985	CG10257	chr2R	10830116	10831974	10830116	1	8.655895	protein_coding	0	0	0	mid
FBgn0032813	CG10262	chr2L	19582823	19583990	19583990	-1	8.24962	protein_coding	0	1	0	mid
FBgn0038394	CG10264	chr3R	11869245	11870554	11869245	1	3.943625	protein_coding	0	0	0	weak
FBgn0033990	CG10265	chr2R	10879837	10881340	10881340	-1	24.249975	protein_coding	0	0	0	high
FBgn0032811	CG10268	chr2L	19579093	19580346	19580346	-1	64.078555	protein_coding	0	0	0	high
FBgn0035690	CG10274	chr3L	6171777	6174929	6174929	-1	1.55898	protein_coding	0	0	0	weak
FBgn0032681	CG10283	chr2L	18472964	18484513	18484513	-1	103.437425	protein_coding	0	0	0	high
FBgn0038423	CG10317	chr3R	12195093	12196255	12196255	-1	2.27617	protein_coding	1	0	0	weak
FBgn0038454	CG10324	chr3R	12470794	12472726	12472726	-1	17.466575	protein_coding	0	0	0	mid
FBgn0032698	CG10336	chr2L	18689581	18690906	18689581	1	26.42257	protein_coding	0	0	0	high
FBgn0034972	CG10339	chr2R	19965757	19967999	19967999	-1	5.544975	protein_coding	0	1	0	weak
FBgn0032701	CG10341	chr2L	18698719	18700645	18698719	1	56.375475	protein_coding	0	0	0	high
FBgn0032707	CG10348	chr2L	18714615	18731419	18731419	-1	1.426985	protein_coding	1	0	0	weak
FBgn0035453	CG10357	chr3L	3615382	3616682	3615382	1	61.85033	protein_coding	1	0	0	high
FBgn0035452	CG10359	chr3L	3612192	3615244	3612192	1	37.90631	protein_coding	1	0	0	high
FBgn0036208	CG10361	chr3L	11792048	11793961	11793961	-1	14.01771	protein_coding	0	0	0	mid
FBgn0037440	CG1041	chr3R	2196748	2199747	2199747	-1	1.419605	protein_coding	0	0	0	weak
FBgn0036273	CG10426	chr3L	12270755	12274576	12270755	1	13.91114	protein_coding	0	0	0	mid
FBgn0032730	CG10431	chr2L	18974710	18978190	18974710	1	32.09619	protein_coding	0	0	0	high
FBgn0034636	CG10440	chr2R	17447751	17463540	17463540	-1	1.92545	protein_coding	1	0	1	weak
FBgn0037531	CG10445	chr3R	3742321	3746021	3746021	-1	1.40574	protein_coding	0	0	0	weak
FBgn0032819	CG10463	chr2L	19758879	19760986	19758879	1	9.687915	protein_coding	0	0	0	mid
FBgn0035656	CG10479	chr3L	5960645	5969107	5969107	-1	145.531165	protein_coding	0	0	0	high
FBgn0032827	CG10481	chr2L	19890201	19892550	19892550	-1	4.417865	protein_coding	1	0	0	weak
FBgn0034634	CG10494	chr2R	17404279	17406611	17406611	-1	1.052875	protein_coding	0	0	0	weak
FBgn0037060	CG10508	chr3L	21203315	21209151	21203315	1	9.393785	protein_coding	0	0	0	mid
FBgn0037059	CG10510	chr3L	21201248	21203184	21203184	-1	1.639	protein_coding	0	0	0	weak
FBgn0039311	CG10513	chr3R	21101511	21102934	21102934	-1	2.261385	protein_coding	1	0	0	weak
FBgn0039312	CG10514	chr3R	21104146	21105541	21105541	-1	2.563035	protein_coding	1	0	0	weak
FBgn0034570	CG10543	chr2R	16883725	16895245	16883725	1	49.45496	protein_coding	0	0	0	high
FBgn0039321	CG10550	chr3R	21132129	21134109	21134109	-1	9.53384	protein_coding	1	1	0	mid
FBgn0030034	CG10555	chrX	8292973	8297975	8292973	1	24.66572	protein_coding	0	0	0	high
FBgn0039323	CG10559	chr3R	21140216	21141838	21141838	-1	1.11275	protein_coding	1	1	0	weak
FBgn0037037	CG10588	chr3L	20950034	20953270	20950034	1	1.385175	protein_coding	1	1	0	weak
FBgn0037035	CG10589	chr3L	20920926	20922290	20920926	1	12.46254	protein_coding	0	0	0	mid
FBgn0035621	CG10591	chr3L	5591657	5592792	5592792	-1	1.155305	protein_coding	1	0	0	weak
FBgn0032721	CG10602	chr2L	18855126	18859212	18859212	-1	69.19519	protein_coding	1	0	1	high
FBgn0036286	CG10616	chr3L	12464824	12467379	12464824	1	15.774585	protein_coding	0	0	0	mid
FBgn0032726	CG10621	chr2L	18952206	18954425	18954425	-1	6.626745	protein_coding	0	1	0	mid
FBgn0046302	CG10650	chr2L	18993617	18995930	18995930	-1	5.26214	protein_coding	1	0	0	weak
FBgn0032853	CG10651	chr2L	20133805	20134923	20134923	-1	6.844155	protein_coding	1	1	0	mid
FBgn0036294	CG10654	chr3L	12498474	12500940	12500940	-1	10.882655	protein_coding	0	0	0	mid
FBgn0036289	CG10657	chr3L	12484930	12490316	12490316	-1	14.44667	protein_coding	0	0	0	mid
FBgn0036288	CG10660	chr3L	12479766	12483776	12483776	-1	6.58301	protein_coding	0	0	1	mid
FBgn0036287	CG10663	chr3L	12468107	12478054	12478054	-1	5.460135	protein_coding	0	1	1	weak
FBgn0039329	CG10669	chr3R	21157085	21161006	21161006	-1	12.283695	protein_coding	0	0	0	mid
FBgn0032836	CG10680	chr2L	19964125	19965702	19964125	1	109.42895	protein_coding	1	0	0	high
FBgn0032752	CG10702	chr2L	19065272	19069850	19069850	-1	3.83394	protein_coding	0	0	0	weak
FBgn0036377	CG10710	chr3L	13509373	13512705	13512705	-1	2.350205	protein_coding	0	0	0	weak
FBgn0036362	CG10725	chr3L	13431054	13432109	13431054	1	134.99291	protein_coding	0	0	0	high
FBgn0032843	CG10730	chr2L	20070081	20072248	20072248	-1	9.824885	protein_coding	0	0	0	mid
FBgn0036365	CG10732	chr3L	13435694	13442345	13435694	1	47.074895	protein_coding	0	0	0	high
FBgn0034082	CG10734	chr2R	12044772	12046299	12046299	-1	80.57029	protein_coding	0	1	0	high
FBgn0036368	CG10738	chr3L	13443870	13458639	13443870	1	2.889675	protein_coding	0	0	0	weak
FBgn0032769	CG10750	chr2L	19300306	19301600	19300306	1	5.211185	protein_coding	1	0	0	weak
FBgn0034221	CG10764	chr2R	13340924	13343234	13340924	1	7.17405	protein_coding	0	1	0	mid
FBgn0029656	CG10793	chrX	3208777	3210435	3210435	-1	5.873645	protein_coding	1	1	0	weak
FBgn0029660	CG10801	chrX	3354625	3356533	3354625	1	2.714225	protein_coding	1	1	0	weak
FBgn0038865	CG10824	chr3R	16984960	16986814	16986814	-1	56.512985	protein_coding	0	0	0	high
FBgn0035475	CG10866	chr3L	3936597	3937941	3937941	-1	5.541495	protein_coding	0	0	0	weak
FBgn0038804	CG10877	chr3R	16388208	16389789	16389789	-1	2.753125	protein_coding	0	0	0	weak
FBgn0031398	CG10880	chr2L	2214972	2216311	2216311	-1	49.16763	protein_coding	0	0	0	high
FBgn0039235	CG10899	chr3R	20682105	20683281	20683281	-1	5.841035	protein_coding	0	0	0	weak
FBgn0037238	CG1090	chr3R	185605	192577	185605	1	2.01013	protein_coding	1	1	1	weak
FBgn0034295	CG10911	chr2R	13940052	13941569	13941569	-1	39.09167	protein_coding	1	0	0	high
FBgn0034307	CG10914	chr2R	14045762	14047815	14045762	1	9.40219	protein_coding	0	0	0	mid
FBgn0037228	CG1092	chr3R	92676	94166	92676	1	2.000755	protein_coding	1	1	0	weak
FBgn0029963	CG10920	chrX	7746535	7748246	7748246	-1	16.607395	protein_coding	1	0	0	mid
FBgn0034356	CG10924	chr2R	14414937	14423263	14414937	1	7.23226	protein_coding	1	0	0	mid
FBgn0034360	CG10927	chr2R	14500587	14501759	14500587	1	3.530465	protein_coding	0	0	0	weak
FBgn0034263	CG10934	chr2R	13609844	13610886	13609844	1	2.72171	protein_coding	0	0	0	weak
FBgn0034253	CG10936	chr2R	13492456	13526639	13526639	-1	2.15292	protein_coding	1	0	0	weak
FBgn0032857	CG10947	chr2L	20385293	20399394	20399394	-1	2.20427	protein_coding	1	0	0	weak
FBgn0032858	CG10949	chr2L	20415171	20416918	20416918	-1	5.740275	protein_coding	0	0	0	weak
FBgn0030004	CG10958	chrX	8026439	8029000	8026439	1	2.320735	protein_coding	0	0	0	weak
FBgn0030073	CG10962	chrX	8866940	8868288	8868288	-1	40.1976	protein_coding	1	1	0	high
FBgn0030078	CG10970	chrX	8963632	8965441	8965441	-1	15.56672	protein_coding	0	1	0	mid
FBgn0263353	CG11000	chr3R	1628050	1638980	1628050	1	1.19199	protein_coding	0	0	0	weak
FBgn0031208	CG11023	chr2L	7529	9484	7529	1	49.39401	protein_coding	0	0	1	high
FBgn0031831	CG11043	chr2L	6559431	6560133	6559431	1	2.392185	protein_coding	0	0	0	weak
FBgn0040524	CG11052	chr3R	3833971	3835019	3835019	-1	2.23318	protein_coding	0	0	0	weak
FBgn0033149	CG11060	chr2R	3063391	3065793	3063391	1	26.00253	protein_coding	1	0	0	high
FBgn0039244	CG11069	chr3R	20720466	20723335	20720466	1	3.085525	protein_coding	1	0	0	weak
FBgn0034693	CG11073	chr2R	17978994	17987231	17987231	-1	28.330575	protein_coding	1	0	0	high
FBgn0027537	CG11092	chrX	13716836	13719943	13716836	1	21.15636	protein_coding	0	0	0	mid
FBgn0034535	CG11110	chr2R	16529255	16530063	16529255	1	26.616405	protein_coding	0	0	0	high
FBgn0033164	CG11112	chr2R	3288248	3288987	3288248	1	6.10795	protein_coding	0	0	0	mid
FBgn0039250	CG11120	chr3R	20748168	20750882	20748168	1	12.34495	protein_coding	0	0	0	mid
FBgn0030266	CG11122	chrX	11006428	11017631	11017631	-1	17.276465	protein_coding	0	0	0	mid
FBgn0033169	CG11123	chr2R	3328198	3330390	3328198	1	14.93088	protein_coding	0	0	1	mid
FBgn0033174	CG11125	chr2R	3334984	3336915	3334984	1	28.082875	protein_coding	0	0	0	high
FBgn0037304	CG1113	chr3R	1078875	1081125	1078875	1	2.04854	protein_coding	0	0	0	weak
FBgn0033177	CG11141	chr2R	3347936	3350900	3350900	-1	61.20599	protein_coding	0	0	0	high
FBgn0033168	CG11145	chr2R	3315409	3316098	3316098	-1	66.41769	protein_coding	1	0	0	high
FBgn0031734	CG11147	chr2L	5733675	5741244	5741244	-1	6.658055	protein_coding	1	0	0	mid
FBgn0030257	CG11160	chrX	10938791	10943573	10938791	1	75.708575	protein_coding	0	1	0	high
FBgn0030509	CG11162	chrX	13570927	13571915	13570927	1	18.893125	protein_coding	1	1	0	mid
FBgn0030507	CG11164	chrX	13562047	13563327	13562047	1	20.22116	protein_coding	0	0	0	mid
FBgn0034705	CG11170	chr2R	18064924	18070337	18070337	-1	75.19154	protein_coding	0	0	0	high
FBgn0031851	CG11188	chr2L	6717625	6719389	6717625	1	25.23177	protein_coding	0	0	0	high
FBgn0031855	CG11221	chr2L	6742508	6755686	6742508	1	2.572115	protein_coding	1	0	0	weak
FBgn0037290	CG1124	chr3R	791167	794207	791167	1	34.303915	protein_coding	0	0	0	high
FBgn0036338	CG11253	chr3L	13017863	13019537	13019537	-1	7.94403	protein_coding	0	1	0	mid
FBgn0036332	CG11261	chr3L	13002499	13004785	13004785	-1	5.09872	protein_coding	0	1	0	weak
FBgn0037516	CG11286	chr3R	3596582	3597478	3597478	-1	9.52741	protein_coding	1	0	0	mid
FBgn0030058	CG11294	chrX	8585852	8587587	8587587	-1	6.73568	protein_coding	0	1	0	mid
FBgn0037070	CG11309	chr3L	21295376	21297567	21297567	-1	37.392605	protein_coding	0	0	0	high
FBgn0031837	CG11320	chr2L	6617134	6621700	6621700	-1	1.876145	protein_coding	0	1	0	weak
FBgn0031857	CG11321	chr2L	6759829	6772609	6772609	-1	47.96624	protein_coding	1	0	0	high
FBgn0031856	CG11322	chr2L	6757864	6759628	6759628	-1	8.745425	protein_coding	1	0	0	mid
FBgn0039850	CG11333	chr3R	27289067	27289846	27289067	1	5.49697	protein_coding	0	0	0	weak
FBgn0035550	CG11349	chr3L	4473068	4475095	4473068	1	21.6424	protein_coding	1	0	0	mid
FBgn0035552	CG11350	chr3L	4482809	4484370	4482809	1	2.37036	protein_coding	1	0	0	weak
FBgn0034737	CG11362	chr2R	18449852	18450636	18449852	1	8.63576	protein_coding	0	0	0	mid
FBgn0037185	CG11367	chr3L	22721211	22726546	22721211	1	8.192495	protein_coding	0	0	0	mid
FBgn0031214	CG11374	chr2L	76348	77783	76348	1	25.181055	protein_coding	0	0	0	high
FBgn0040359	CG11380	chrX	1085444	1090705	1085444	1	5.69582	protein_coding	1	0	0	weak
FBgn0029568	CG11381	chrX	1097812	1099468	1097812	1	1.873925	protein_coding	1	0	0	weak
FBgn0035300	CG1139	chr3L	1971638	1974285	1971638	1	64.713095	protein_coding	0	0	0	high
